Rk,Class Year,Height,Player,Team,Conf_x,Min%,PRPG!,BPM,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,2P,2-point field goal percentage,3P/100,3P,3-point field goal percentage,Year,Rk_ranking,Conf_y,G,Rec,AdjOE,AdjDE,Barthag,Eff. FG% - EFG%,Eff. FG% - EFGD%,Turnover% - TOR,Turnover% - TORD,Rebound% - ORB,Rebound% - DRB,FT Rate - FTR,FT Rate - FTRD,2-Pt % - 2P%,2-Pt % - 2P%D,3-Pt % - 3P%,3-Pt % - 3P%D,3P Rate - 3PR,3P Rate - 3PRD,Adj T.,WAB,Seed,Result,Rk_stats,Adj. Eff. - Off.,Adj. Eff. - Def.,Eff. FG% - Off.,Eff. FG% - Def.,Turnover% - Off.,Turnover% - Def.,Off. Reb% - Off.,Off. Reb% - Def.,FT Rate - Off.,FT Rate - Def.,FT% - Off.,FT% - Def.,2P% - Off.,2P% - Def.,3P% - Off.,3P% - Def.
39,Jr,'6-8',Eric Dixon,Villanova,BE,78.8,4.7,6.0,116.3,25.6,54.7,58.6,9.3,16.4,10.5,11.2,2.4,1.0,33.7,148-275,0.538,6.4,'42-111',0.378,2023,61.0,BE,34.0,'17-17',112.3,99.3,0.8047,51.5,50.7,15.5,17.3,22.6,25.2,30.0,27.7,52.8,50.7,33.4,33.8,47.8,41.7,63.7,-2.2,,,43.0,112.3,99.3,51.5,50.7,15.5,17.3,22.6,25.2,30.0,27.7,82.0,77.6,52.8,50.7,33.4,33.8
40,So,'6-5',Ajay Mitchell,UC Santa Barbara,BW,86.6,4.7,4.8,117.3,26.2,53.6,59.8,1.3,8.8,29.7,14.6,0.9,2.3,49.7,174-308,0.565,3.7,'19-70',0.271,2023,124.0,BW,35.0,'27-8',110.0,105.7,0.6125,54.1,50.1,17.0,18.5,26.3,26.1,34.4,29.2,54.8,49.3,34.8,34.6,29.2,31.5,64.4,-1.5,14.0,R64,70.0,110.0,105.7,54.1,50.1,17.0,18.5,26.3,26.1,34.4,29.2,73.6,74.9,54.8,49.3,34.8,34.6
41,Sr,'6-3',Boogie Ellis,USC,P12,82.4,4.7,6.3,113.3,25.6,52.9,57.3,1.1,10.8,19.8,12.9,0.7,2.5,34.0,107-223,0.48,11.5,'83-215',0.386,2023,46.0,P12,33.0,'22-11',111.8,97.4,0.8298,51.2,45.4,18.1,17.9,28.8,32.7,33.2,30.2,51.0,42.7,34.5,33.4,33.0,37.1,68.0,2.1,10.0,R64,48.0,111.8,97.4,51.2,45.4,18.1,17.9,28.8,32.7,33.2,30.2,74.5,71.4,51.0,42.7,34.5,33.4
42,Jr,'6-3',Tyler Kolek,Marquette,BE,79.7,4.7,8.1,117.8,24.2,53.9,57.9,2.8,12.6,39.5,18.5,0.5,3.2,31.7,118-232,0.509,5.9,'47-118',0.398,2023,12.0,BE,36.0,'29-7',118.7,96.0,0.9197,56.0,51.0,15.3,22.5,26.2,31.7,27.0,29.1,58.2,50.3,35.3,34.7,42.0,37.5,68.4,7.8,2.0,R32,8.0,118.7,96.0,56.0,51.0,15.3,22.5,26.2,31.7,27.0,29.1,71.8,70.3,58.2,50.3,35.3,34.7
43,So,'6-10',DaRon Holmes II,Dayton,A10,85.0,4.7,7.4,115.6,27.0,59.7,62.1,11.0,16.9,12.1,15.8,6.5,1.4,60.5,224-371,0.604,1.0,'6-19',0.316,2023,68.0,A10,34.0,'22-12',109.8,97.9,0.7882,53.0,45.0,18.8,16.1,30.7,27.0,35.5,23.9,54.3,45.7,33.8,29.3,37.3,38.7,62.4,-4.3,,,74.0,109.8,97.9,53.0,45.0,18.8,16.1,30.7,27.0,35.5,23.9,69.9,70.5,54.3,45.7,33.8,29.3
44,Sr,'6-9',DeAndre Williams,Memphis,Amer,76.7,4.7,9.1,115.9,26.8,56.5,59.3,9.5,19.8,19.2,15.3,3.6,2.6,34.1,210-377,0.557,3.7,'29-72',0.403,2023,16.0,Amer,35.0,'26-9',115.4,95.0,0.903,53.0,46.7,18.3,20.8,31.2,32.7,35.4,34.4,53.1,47.1,35.3,30.8,29.1,42.9,71.0,4.7,8.0,R64,20.0,115.4,95.0,53.0,46.7,18.3,20.8,31.2,32.7,35.4,34.4,74.7,73.9,53.1,47.1,35.3,30.8
45,Jr,'6-6',Omari Moore,San Jose St,MWC,91.1,4.7,6.1,110.0,28.1,49.2,52.5,2.9,12.3,30.6,16.1,2.1,1.3,24.8,151-313,0.482,9.9,'66-195',0.338,2023,103.0,MWC,35.0,'21-14',108.4,101.6,0.6772,50.2,48.4,18.7,13.2,34.7,24.6,27.2,28.6,50.8,46.5,32.8,34.5,40.9,35.3,62.5,-2.1,,,101.0,108.4,101.6,50.2,48.4,18.7,13.2,34.7,24.6,27.2,28.6,67.9,76.4,50.8,46.5,32.8,34.5
46,Jr,'6-8',Jalen Wilson,Kansas,B12,87.8,4.7,5.9,106.2,28.2,49.0,54.0,5.2,20.8,12.5,13.4,1.4,1.5,34.6,177-367,0.482,9.3,'70-208',0.337,2023,14.0,B12,36.0,'28-8',113.8,92.3,0.9177,52.6,47.0,17.5,20.2,28.7,28.7,29.8,31.1,53.0,47.2,34.7,31.0,33.8,35.3,69.0,10.1,1.0,R32,31.0,113.8,92.3,52.6,47.0,17.5,20.2,28.7,28.7,29.8,31.1,72.0,72.5,53.0,47.2,34.7,31.0
47,Sr,'6-9',Joey Hauser,Michigan St,B10,83.9,4.7,7.4,121.4,19.5,59.7,63.6,4.8,19.1,10.6,13.6,0.7,0.7,28.6,87-172,0.506,8.8,'77-167',0.461,2023,25.0,B10,34.0,'21-13',114.4,96.4,0.8771,51.7,48.6,16.4,14.8,27.6,25.2,27.2,28.0,48.2,48.7,39.3,32.4,33.0,38.5,64.6,2.4,7.0,Sweet Sixteen,24.0,114.4,96.4,51.7,48.6,16.4,14.8,27.6,25.2,27.2,28.0,75.9,72.0,48.2,48.7,39.3,32.4
48,Jr,'6-9',Isaac Jones,Idaho,BSky,77.9,4.6,4.9,118.7,28.7,62.5,64.5,7.9,22.9,14.6,13.5,3.8,1.2,60.2,203-319,0.636,1.1,'5-18',0.278,2023,308.0,BSky,32.0,'10-22',100.6,112.7,0.2142,52.0,54.3,17.2,16.1,19.6,27.8,35.8,31.6,54.2,52.6,32.0,38.7,36.2,32.5,65.8,-17.6,,,246.0,100.6,112.7,52.0,54.3,17.2,16.1,19.6,27.8,35.8,31.6,77.1,73.1,54.2,52.6,32.0,38.7
49,So,'6-5',Jordan Hawkins,Connecticut,BE,69.6,4.6,7.4,121.2,22.7,53.1,58.4,3.9,10.8,8.2,11.9,1.8,1.4,31.7,73-164,0.445,15.2,'109-281',0.388,2023,1.0,BE,39.0,'31-8',121.5,91.2,0.9643,53.9,44.4,18.9,18.5,38.5,26.1,30.8,37.8,53.6,44.4,36.3,29.7,41.7,30.4,66.7,5.0,4.0,CHAMPS,3.0,121.5,91.2,53.9,44.4,18.9,18.5,38.5,26.1,30.8,37.8,76.1,73.5,53.6,44.4,36.3,29.7
50,Jr,'6-11',Max Fiedler,Rice,CUSA,77.2,4.6,6.2,129.0,19.7,73.2,72.0,12.1,16.6,32.5,22.7,3.7,1.4,30.0,161-217,0.742,0.2,'0-3',0.0,2023,211.0,CUSA,35.0,'19-16',106.7,110.2,0.4092,53.1,54.7,18.0,16.1,24.1,26.6,32.5,25.7,53.7,54.0,34.7,37.3,42.2,37.8,69.6,-6.8,,,126.0,106.7,110.2,53.1,54.7,18.0,16.1,24.1,26.6,32.5,25.7,73.9,69.7,53.7,54.0,34.7,37.3
1,Sr,'7-4',Zach Edey,Purdue,B10,79.2,7.9,15.5,128.8,33.4,62.4,65.9,18.1,25.5,14.6,12.7,6.9,0.5,80.9,335-537,0.624,0.1,'1-2',0.5,2024,3.0,B10,39.0,'34-5',126.0,94.5,0.9649,55.8,47.5,16.4,13.7,37.7,24.3,41.3,22.0,53.3,47.7,40.4,31.5,34.7,36.9,67.1,10.6,1.0,Finals,3.0,126.0,94.5,55.8,47.5,16.4,13.7,37.7,24.3,41.3,22.0,72.0,72.3,53.3,47.7,40.4,31.5
2,Sr,'6-1',Mark Sears,Alabama,SEC,83.6,6.6,10.3,129.1,25.6,60.4,65.8,2.8,10.2,21.2,15.5,0.3,2.6,46.6,157-278,0.565,9.5,'95-218',0.436,2024,14.0,SEC,37.0,'25-12',126.1,102.5,0.9154,56.3,49.7,15.9,15.2,34.9,30.9,35.3,38.8,56.7,50.9,37.3,31.7,46.5,37.2,72.3,3.3,4.0,Final Four,2.0,126.1,102.5,56.3,49.7,15.9,15.2,34.9,30.9,35.3,38.8,77.2,73.8,56.7,50.9,37.3,31.7
3,Sr,'6-6',Terrence Shannon Jr.,Illinois,B10,70.6,6.6,10.6,124.8,27.9,55.9,62.1,2.7,10.0,13.2,12.1,2.3,1.7,59.9,142-248,0.573,11.2,'77-213',0.362,2024,13.0,B10,38.0,'29-9',125.7,101.1,0.9247,53.6,48.0,15.0,12.3,35.6,26.3,37.1,26.7,54.4,46.8,34.9,34.1,38.6,28.3,69.7,5.6,3.0,Elite Eight,4.0,125.7,101.1,53.6,48.0,15.0,12.3,35.6,26.3,37.1,26.7,73.6,72.1,54.4,46.8,34.9,34.1
4,Jr,'6-2',KJ Simpson,Colorado,P12,86.8,6.0,9.2,122.6,26.4,55.2,60.6,2.8,16.4,27.1,13.9,0.2,2.7,36.3,164-330,0.497,8.1,'79-182',0.434,2024,23.0,P12,37.0,'26-11',118.3,98.6,0.8902,55.4,49.7,18.1,15.2,32.0,24.7,35.1,27.3,54.0,50.6,39.1,32.1,30.6,35.2,67.7,1.7,10.0,R32,21.0,118.3,98.6,55.4,49.7,18.1,15.2,32.0,24.7,35.1,27.3,78.4,71.1,54.0,50.6,39.1,32.1
5,Sr,'6-9',Jaedon LeDee,San Diego St,MWC,79.3,5.9,10.1,119.7,30.5,57.6,62.3,11.7,16.8,10.2,13.9,1.9,2.2,66.7,233-409,0.57,2.2,'18-42',0.429,2024,28.0,MWC,37.0,'26-11',112.0,94.1,0.8802,49.9,47.3,16.2,18.1,32.7,28.7,36.7,33.1,51.5,47.8,31.5,31.0,38.0,40.3,66.2,2.2,5.0,Sweet Sixteen,71.0,112.0,94.1,49.9,47.3,16.2,18.1,32.7,28.7,36.7,33.1,73.0,70.4,51.5,47.8,31.5,31.0
6,Jr,'6-10',DaRon Holmes II,Dayton,A10,80.7,5.9,11.5,119.1,31.2,58.4,62.6,6.8,23.7,19.0,13.7,7.2,1.8,72.4,185-316,0.585,4.8,'32-83',0.386,2024,47.0,A10,33.0,'25-8',116.7,100.6,0.847,56.2,48.3,16.0,15.9,26.4,28.6,36.7,21.9,53.4,48.5,39.9,32.0,44.3,40.1,64.2,2.3,7.0,R32,26.0,116.7,100.6,56.2,48.3,16.0,15.9,26.4,28.6,36.7,21.9,74.0,72.8,53.4,48.5,39.9,32.0
7,Sr,'6-4',Cam Spencer,Connecticut,BE,82.0,5.8,11.2,137.1,18.5,60.6,64.0,4.0,12.5,18.9,10.0,0.8,2.7,22.2,97-180,0.539,10.4,'99-225',0.44,2024,1.0,BE,40.0,'37-3',128.0,91.3,0.9799,56.9,44.4,14.5,16.0,36.7,26.7,31.9,31.1,59.1,43.2,35.8,31.2,40.2,32.9,64.6,11.2,1.0,CHAMPS,1.0,128.0,91.3,56.9,44.4,14.5,16.0,36.7,26.7,31.9,31.1,74.3,72.5,59.1,43.2,35.8,31.2
8,Sr,'6-0',RJ Davis,North Carolina,ACC,86.7,5.8,9.7,120.8,26.1,52.1,56.9,1.5,9.6,20.0,9.2,0.6,2.0,28.5,147-323,0.455,12.4,'113-284',0.398,2024,9.0,ACC,37.0,'29-8',119.2,94.3,0.9369,51.5,46.7,14.1,14.8,33.0,23.7,36.2,28.2,50.2,46.0,35.9,32.0,36.1,35.8,70.5,7.0,1.0,Sweet Sixteen,18.0,119.2,94.3,51.5,46.7,14.1,14.8,33.0,23.7,36.2,28.2,75.9,73.9,50.2,46.0,35.9,32.0
9,Sr,'7-1',Ryan Kalkbrenner,Creighton,BE,84.4,5.8,9.4,129.1,21.0,66.8,68.0,9.3,15.2,7.1,12.1,7.6,0.6,39.9,225-319,0.705,2.6,'16-54',0.296,2024,10.0,BE,35.0,'25-10',121.7,97.1,0.9309,57.3,46.3,15.4,11.0,26.1,24.9,24.7,16.0,59.2,45.5,36.8,32.3,48.5,27.9,66.7,4.4,3.0,Sweet Sixteen,8.0,121.7,97.1,57.3,46.3,15.4,11.0,26.1,24.9,24.7,16.0,78.8,78.8,59.2,45.5,36.8,32.3
10,Sr,'6-1',Xavier Johnson,Southern Illinois,MVC,91.3,5.5,6.3,112.2,34.1,48.7,57.3,1.8,12.5,39.4,16.7,0.7,2.5,50.3,137-307,0.446,9.5,'66-178',0.371,2024,116.0,MVC,32.0,'19-13',108.8,103.6,0.6381,52.5,50.1,16.8,16.2,26.1,25.6,35.9,36.5,53.4,52.1,34.3,30.4,43.8,30.5,64.3,-6.4,,,114.0,108.8,103.6,52.5,50.1,16.8,16.2,26.1,25.6,35.9,36.5,77.0,71.2,53.4,52.1,34.3,30.4
11,Jr,'6-8',Tyson Degenhart,Boise St,MWC,83.0,5.5,8.5,126.8,22.6,53.9,59.9,7.8,15.0,9.3,8.0,1.0,1.9,52.5,141-252,0.56,5.4,'30-93',0.323,2024,44.0,MWC,33.0,'22-11',113.7,97.8,0.8497,51.0,49.8,16.4,16.9,32.9,23.1,35.1,33.1,50.8,52.1,34.2,30.5,39.4,36.7,66.5,0.7,10.0,R68,52.0,113.7,97.8,51.0,49.8,16.4,16.9,32.9,23.1,35.1,33.1,74.1,72.7,50.8,52.1,34.2,30.5
12,Sr,'6-3',Tyler Kolek,Marquette,BE,68.8,5.3,9.2,118.4,26.6,56.3,60.0,2.6,14.8,42.1,18.9,0.6,2.8,26.8,127-230,0.552,6.8,'47-121',0.388,2024,11.0,BE,37.0,'27-10',118.6,94.9,0.9289,55.0,49.8,14.3,21.1,25.7,30.8,25.5,26.9,56.6,49.3,35.2,33.7,41.1,42.8,69.1,6.6,2.0,Sweet Sixteen,20.0,118.6,94.9,55.0,49.8,14.3,21.1,25.7,30.8,25.5,26.9,70.3,74.8,56.6,49.3,35.2,33.7
13,Sr,'6-5',Tristen Newton,Connecticut,BE,83.0,5.2,9.6,119.9,26.1,49.5,56.1,5.4,16.8,31.2,17.1,0.9,1.7,47.4,111-218,0.509,10.1,'71-221',0.321,2024,1.0,BE,40.0,'37-3',128.0,91.3,0.9799,56.9,44.4,14.5,16.0,36.7,26.7,31.9,31.1,59.1,43.2,35.8,31.2,40.2,32.9,64.6,11.2,1.0,CHAMPS,1.0,128.0,91.3,56.9,44.4,14.5,16.0,36.7,26.7,31.9,31.1,74.3,72.5,59.1,43.2,35.8,31.2
14,Sr,'6-2',Boo Buie,Northwestern,B10,90.6,5.2,6.3,114.4,27.8,52.9,57.5,2.2,9.5,28.7,13.7,0.2,2.4,30.1,126-286,0.441,10.1,'89-205',0.434,2024,37.0,B10,34.0,'22-12',115.7,98.8,0.8592,52.6,51.5,13.4,18.8,25.8,27.8,29.2,39.3,49.2,51.4,39.0,34.5,36.4,37.3,64.0,1.1,9.0,R32,34.0,115.7,98.8,52.6,51.5,13.4,18.8,25.8,27.8,29.2,39.3,75.2,72.1,49.2,51.4,39.0,34.5
15,So,'6-10',Robbie Avila,Indiana St,MVC,75.6,5.2,8.6,127.0,25.2,60.9,64.8,5.0,18.8,24.4,12.8,2.0,1.2,40.0,163-263,0.62,7.6,'61-155',0.394,2024,42.0,MVC,39.0,'32-7',119.6,102.7,0.8524,59.8,49.9,16.2,15.5,23.6,23.3,33.1,25.9,62.4,48.8,38.1,34.7,49.5,34.0,70.7,1.9,,,16.0,119.6,102.7,59.8,49.9,16.2,15.5,23.6,23.3,33.1,25.9,80.1,74.2,62.4,48.8,38.1,34.7
16,So,'6-7',Caden Pierce,Princeton,Ivy,86.8,5.2,7.5,123.2,25.7,59.0,62.4,7.3,27.3,20.2,13.0,1.8,2.3,39.9,147-240,0.613,5.1,'27-78',0.346,2024,97.0,Ivy,29.0,'24-5',114.7,105.7,0.719,54.6,52.0,12.0,16.9,23.9,24.7,28.3,25.1,56.5,53.5,35.2,33.2,50.5,39.1,65.3,1.0,,,42.0,114.7,105.7,54.6,52.0,12.0,16.9,23.9,24.7,28.3,25.1,80.1,72.5,56.5,53.5,35.2,33.2
17,Sr,'6-6',Antonio Reeves,Kentucky,SEC,77.8,5.2,6.2,126.5,23.6,60.3,64.0,2.7,11.1,9.2,8.9,0.8,1.1,28.5,151-271,0.557,9.8,'84-188',0.447,2024,27.0,SEC,33.0,'23-10',122.7,102.7,0.8863,57.2,49.6,14.2,15.9,28.9,30.3,30.4,33.5,54.7,49.4,40.9,33.2,37.5,40.1,72.5,2.8,3.0,R64,6.0,122.7,102.7,57.2,49.6,14.2,15.9,28.9,30.3,30.4,33.5,77.2,71.5,54.7,49.4,40.9,33.2
18,Sr,'6-4',Zyon Pullin,Florida,SEC,75.5,5.2,5.8,127.4,20.5,49.3,57.4,2.2,10.1,24.7,10.3,0.3,1.5,53.4,123-278,0.442,3.8,'35-78',0.449,2024,22.0,SEC,36.0,'24-12',120.5,100.2,0.8936,51.8,49.3,15.7,14.5,37.3,28.8,38.4,34.8,51.8,49.5,34.5,32.6,34.5,32.4,71.8,2.8,7.0,R64,11.0,120.5,100.2,51.8,49.3,15.7,14.5,37.3,28.8,38.4,34.8,71.5,71.2,51.8,49.5,34.5,32.6
19,Sr,'6-7',Baylor Scheierman,Creighton,BE,89.8,5.2,8.7,116.5,24.9,56.0,59.6,2.6,23.2,19.9,14.4,0.3,1.5,23.1,109-200,0.545,13.3,'110-289',0.381,2024,10.0,BE,35.0,'25-10',121.7,97.1,0.9309,57.3,46.3,15.4,11.0,26.1,24.9,24.7,16.0,59.2,45.5,36.8,32.3,48.5,27.9,66.7,4.4,3.0,Sweet Sixteen,8.0,121.7,97.1,57.3,46.3,15.4,11.0,26.1,24.9,24.7,16.0,78.8,78.8,59.2,45.5,36.8,32.3
20,Sr,'6-7',Riley Minix,Morehead St,OVC,87.3,5.2,8.1,122.7,28.1,60.4,64.0,9.7,21.1,14.4,15.3,3.1,2.1,32.7,190-292,0.651,8.6,'52-152',0.342,2024,131.0,OVC,35.0,'26-9',107.5,103.9,0.5968,54.2,46.4,18.2,15.4,31.9,26.5,30.6,32.3,55.1,45.8,35.3,31.8,45.2,31.6,64.3,-3.5,14.0,R64,138.0,107.5,103.9,54.2,46.4,18.2,15.4,31.9,26.5,30.6,32.3,71.5,75.8,55.1,45.8,35.3,31.8
21,Sr,'6-1',Jahmir Young,Maryland,B10,84.7,5.1,9.7,110.9,30.7,46.0,54.6,3.2,12.9,30.0,15.0,0.9,2.3,44.6,143-320,0.447,9.2,'56-173',0.324,2024,68.0,B10,33.0,'16-17',106.1,95.1,0.778,46.7,46.7,17.5,18.8,31.7,29.1,40.8,33.5,48.8,45.7,28.9,32.8,37.5,30.1,65.5,-4.5,,,165.0,106.1,95.1,46.7,46.7,17.5,18.8,31.7,29.1,40.8,33.5,72.0,76.6,48.8,45.7,28.9,32.8
22,So,'6-2',Bruce Thornton,Ohio St,B10,81.0,4.9,7.1,121.3,23.2,49.5,55.4,1.5,10.6,27.6,9.1,0.2,2.1,36.1,123-250,0.492,8.7,'58-174',0.333,2024,41.0,B10,36.0,'22-14',115.0,98.7,0.8536,50.9,48.7,15.5,15.9,31.4,28.5,33.6,29.9,50.5,47.0,34.4,34.6,34.7,33.7,66.2,-0.6,,,36.0,115.0,98.7,50.9,48.7,15.5,15.9,31.4,28.5,33.6,29.9,76.7,71.0,50.5,47.0,34.4,34.6
23,Sr,'6-11',N'Faly Dante,Oregon,P12,47.5,4.9,11.7,120.1,24.2,69.5,68.6,10.3,24.5,11.2,18.2,6.6,3.2,50.5,153-220,0.695,0.0,'0-0',0.0,2024,52.0,P12,36.0,'24-12',114.2,99.7,0.827,51.9,51.5,14.7,17.8,28.6,27.3,32.0,32.3,52.6,51.0,33.8,34.9,36.3,36.9,67.2,1.3,11.0,R32,45.0,114.2,99.7,51.9,51.5,14.7,17.8,28.6,27.3,32.0,32.3,71.9,72.3,52.6,51.0,33.8,34.9
24,Jr,'6-6',Dillon Jones,Weber St,BSky,93.3,4.9,7.6,113.3,31.2,52.0,58.6,2.9,31.0,31.3,16.1,0.3,3.1,45.4,174-326,0.534,5.6,'32-101',0.317,2024,160.0,BSky,32.0,'20-12',107.4,107.3,0.5037,53.1,54.4,14.8,18.4,23.8,23.7,35.2,29.3,53.9,55.2,34.5,35.4,38.7,36.7,65.5,-7.4,,,139.0,107.4,107.3,53.1,54.4,14.8,18.4,23.8,23.7,35.2,29.3,73.8,71.6,53.9,55.2,34.5,35.4
25,Jr,'6-3',Devin Carter,Providence,BE,82.3,4.9,11.4,112.7,27.8,56.4,59.8,3.4,23.7,23.3,16.1,2.8,2.9,37.6,135-240,0.563,11.2,'84-223',0.377,2024,56.0,BE,35.0,'21-14',108.7,95.5,0.8161,51.5,47.5,17.5,17.0,27.0,27.8,31.8,27.7,53.7,45.5,32.5,34.3,44.3,34.1,67.7,0.7,,,120.0,108.7,95.5,51.5,47.5,17.5,17.0,27.0,27.8,31.8,27.7,72.2,72.1,53.7,45.5,32.5,34.3
26,Sr,'6-7',Keion Brooks Jr.,Washington,P12,86.1,4.9,5.6,115.1,26.1,54.3,59.4,4.9,16.7,7.7,11.6,2.1,1.1,44.7,176-331,0.532,6.8,'52-137',0.38,2024,59.0,P12,32.0,'17-15',114.7,101.3,0.8063,53.5,50.1,15.9,15.8,27.1,28.9,32.1,33.1,53.8,49.9,35.4,33.7,36.8,34.8,71.2,-3.6,,,41.0,114.7,101.3,53.5,50.1,15.9,15.8,27.1,28.9,32.1,33.1,72.2,69.5,53.8,49.9,35.4,33.7
27,Jr,'6-7',Frankie Fidler,Nebraska Omaha,Sum,92.4,4.8,5.5,120.5,26.9,52.1,60.4,4.0,17.4,15.6,10.3,1.4,1.9,56.5,136-269,0.506,7.3,'49-133',0.368,2024,275.0,Sum,33.0,'15-18',102.3,111.0,0.2811,49.5,53.4,14.5,15.9,24.7,26.4,39.7,32.2,50.5,53.3,31.6,35.7,33.0,42.5,67.4,-13.5,,,229.0,102.3,111.0,49.5,53.4,14.5,15.9,24.7,26.4,39.7,32.2,74.8,74.5,50.5,53.3,31.6,35.7
28,Sr,'6-11',Drew Pember,UNC Asheville,BSth,76.2,4.8,10.5,116.8,32.2,53.5,61.9,5.5,24.5,24.9,16.1,6.0,1.6,64.8,117-224,0.522,10.5,'64-174',0.368,2024,171.0,BSth,34.0,'22-12',106.2,107.1,0.4771,52.1,50.1,17.1,16.9,27.3,31.4,40.8,34.3,50.5,50.6,36.4,32.9,37.3,35.8,68.3,-6.8,,,161.0,106.2,107.1,52.1,50.1,17.1,16.9,27.3,31.4,40.8,34.3,75.1,71.5,50.5,50.6,36.4,32.9
29,Sr,'6-6',Dalton Knecht,Tennessee,SEC,76.6,4.8,9.9,114.5,29.8,53.8,57.7,2.8,14.3,13.4,10.6,2.4,1.3,35.4,171-343,0.499,12.1,'93-234',0.397,2024,7.0,SEC,36.0,'27-9',115.9,90.4,0.9455,51.1,45.3,14.5,18.5,32.2,28.2,33.7,35.7,50.8,44.3,34.4,31.2,41.2,41.1,69.2,5.6,2.0,Elite Eight,31.0,115.9,90.4,51.1,45.3,14.5,18.5,32.2,28.2,33.7,35.7,75.1,71.0,50.8,44.3,34.4,31.2
30,Sr,'6-3',Quincy Olivari,Xavier,BE,80.6,4.8,7.9,117.1,24.6,53.9,58.9,1.7,16.9,13.2,11.0,0.2,2.3,39.3,92-207,0.444,13.2,'106-259',0.409,2024,61.0,BE,34.0,'16-18',111.7,99.0,0.7997,49.1,49.5,16.4,16.0,31.9,29.0,31.8,29.7,48.1,49.2,34.2,33.4,32.0,35.4,71.1,-2.0,,,74.0,111.7,99.0,49.1,49.5,16.4,16.0,31.9,29.0,31.8,29.7,74.6,71.2,48.1,49.2,34.2,33.4
31,Sr,'6-11',Joel Soriano,St John's,BE,70.5,4.8,8.3,128.5,21.6,58.9,62.0,14.2,23.2,9.3,11.4,6.6,0.4,55.3,161-275,0.585,1.0,'7-16',0.438,2024,16.0,BE,33.0,'20-13',120.1,98.5,0.9067,50.9,49.5,15.7,18.5,38.6,30.3,27.3,34.4,50.8,47.9,34.1,35.0,32.5,35.9,69.3,0.47,,,13.0,120.1,98.5,50.9,49.5,15.7,18.5,38.6,30.3,27.3,34.4,72.8,74.4,50.8,47.9,34.1,35.0
32,Sr,'6-9',Jalen Bridges,Baylor,B12,78.5,4.8,8.7,130.1,16.8,58.5,61.6,7.7,15.1,8.2,10.4,1.9,1.9,25.9,69-130,0.531,9.6,'73-175',0.417,2024,17.0,B12,35.0,'24-11',122.6,101.0,0.9028,55.7,51.4,17.7,17.0,35.0,26.9,40.2,31.2,53.5,52.1,39.5,33.4,38.9,35.4,65.8,4.5,3.0,R32,7.0,122.6,101.0,55.7,51.4,17.7,17.0,35.0,26.9,40.2,31.2,73.5,73.4,53.5,52.1,39.5,33.4
33,Sr,'6-6',David Jones,Memphis,Amer,80.5,4.7,8.0,114.0,30.5,54.0,59.3,8.9,16.7,11.8,16.8,1.5,3.7,44.7,144-278,0.518,11.1,'79-208',0.38,2024,90.0,Amer,32.0,'22-10',111.9,102.7,0.7281,52.8,50.0,18.0,19.1,33.4,33.6,36.3,29.6,52.9,49.3,35.0,34.0,38.9,42.7,71.7,-1.1,,,72.0,111.9,102.7,52.8,50.0,18.0,19.1,33.4,33.6,36.3,29.6,72.5,71.5,52.9,49.3,35.0,34.0
34,Sr,'6-0',Isaiah Stevens,Colorado St,MWC,87.5,4.7,6.6,114.9,26.0,53.8,57.5,1.7,8.9,38.8,15.6,0.5,2.1,25.3,139-283,0.491,7.0,'59-140',0.421,2024,43.0,MWC,36.0,'25-11',112.8,96.8,0.8523,54.2,48.5,15.4,16.6,24.6,26.9,31.8,31.7,57.0,48.0,33.0,33.0,38.2,33.7,66.0,1.1,10.0,R64,61.0,112.8,96.8,54.2,48.5,15.4,16.6,24.6,26.9,31.8,31.7,75.2,73.7,57.0,48.0,33.0,33.0
35,Jr,'6-5',Hunter Sallis,Wake Forest,ACC,85.5,4.7,6.3,115.7,23.9,56.8,59.6,2.3,11.3,14.1,12.9,1.7,1.8,25.0,149-275,0.542,8.9,'75-185',0.405,2024,35.0,ACC,35.0,'21-14',117.0,99.7,0.8624,54.2,49.1,15.4,16.4,26.4,25.8,32.0,30.1,54.0,48.9,36.4,33.1,37.4,35.5,68.3,-1.0,,,24.0,117.0,99.7,54.2,49.1,15.4,16.4,26.4,25.8,32.0,30.1,79.5,75.2,54.0,48.9,36.4,33.1
36,Jr,'6-9',Jonathan Mogbo,San Francisco,WCC,72.9,4.6,10.5,128.0,24.5,62.5,63.9,14.3,29.6,24.3,14.7,3.4,3.2,32.2,198-315,0.629,0.1,'0-2',0.0,2024,65.0,WCC,34.0,'23-11',109.9,98.3,0.7839,55.0,49.5,16.8,19.8,29.1,24.3,23.5,37.9,56.6,48.3,35.1,34.3,40.1,37.8,67.1,-2.4,,,100.0,109.9,98.3,55.0,49.5,16.8,19.8,29.1,24.3,23.5,37.9,75.8,69.5,56.6,48.3,35.1,34.3
